,Game Number,Qwen Color,Best Move,Best Move Score,Qwen Move,Qwen Move Score,Score Difference,Average Score Difference Black
731,16,black,e8f8,-539.6,Bf8,-538.55,-1.0500000000000682,-141.498
732,16,black,g4f5,-571.6,Bh3,-366.35,-205.25,-141.498
733,16,black,h3f5,-564.4,Bg4,-541.5,-22.899999999999977,-141.498
734,16,black,d6d5,-570.8,Nh5,-302.8,-267.99999999999994,-141.498
735,16,black,h5g3,-568.7,Bd1,-332.45,-236.25000000000009,-141.498
736,16,black,h5g3,-585.5,d5,-381.8,-203.7,-141.498
737,16,black,f8c5,-390.0,Be2,-131.1,-258.9,-141.498
738,17,black,e7e5,31.5,e5,30.45,1.0500000000000007,-798.605
739,17,black,g8f6,38.8,Nc6,34.95,3.8499999999999943,-798.605
740,17,black,c6e5,-291.8,Nxe5,-294.8,3.0,-798.605
741,17,black,e5g6,-305.2,Nf3+,-24.45,-280.75,-798.605
742,17,black,f3d4,-442.2,Nxe1,-122.35,-319.85,-798.605
743,17,black,e1g2,-100.7,f6,40.4,-141.1,-798.605
744,17,black,d8c7,-282.8,Qxc7,-283.1,0.3000000000000113,-798.605
745,17,black,e1c2,-765.2,Be7,-617.85,-147.35000000000002,-798.605
746,17,black,c7h2,-543.2,Qc4+,-391.85,-151.35000000000002,-798.605
747,17,black,c4c2,-432.8,Qe2+,151.95,-584.75,-798.605
748,17,black,e2e1,-923.3,Qe4,-196.4,-726.9,-798.605
749,17,black,e4e1,-988.2,Qe3+,-149.35,-838.85,-798.605
750,17,black,g8h6,659.6,h6,685.65,-26.049999999999955,-798.605
751,17,black,e8d8,681.9,Rh7,716.65,-34.75,-798.605
752,17,black,g8e7,236.1,Kxe7,302.1,-66.00000000000003,-798.605
753,17,black,d7d5,223.8,Rb8,339.75,-115.95,-798.605
754,17,black,h6h5,200.5,g5+,210.05,-9.550000000000011,-798.605
755,17,black,h6g5,-324.6,Rf7,97.15,-421.75,-798.605
756,17,black,d7d5,-334.9,h5+,-214.2,-120.7,-798.605
757,17,black,f6g5,-337.5,fxg5,-339.0,1.5,-798.605
758,17,black,e7f6,-320.2,Kf8,-313.35,-6.849999999999966,-798.605
759,17,black,d7d5,-541.4,a5,-447.05,-94.34999999999997,-798.605
760,17,black,g8h6,-491.2,Rxf2,-415.35,-75.84999999999997,-798.605
761,17,black,f8e8,-734.0,Kf7,-588.15,-145.85000000000002,-798.605
762,17,black,f7g8,-557.6,Rf6,-93.45,-464.15,-798.605
763,17,black,d7d6,-362.8,Rf5,19.95,-382.75,-798.605
764,17,black,f7g8,-539.2,Rf2,-114.5,-424.7000000000001,-798.605
765,17,black,f7g8,-564.9,Rf3+,-133.0,-431.9,-798.605
766,17,black,f7g8,294.4,d6+,430.3,-135.90000000000003,-798.605
767,17,black,f7g8,215.8,Bd7,571.15,-355.34999999999997,-798.605
768,17,black,b8h8,66.8,Rxh8,65.9,0.8999999999999915,-798.605
769,17,black,f7f6,55.1,Rh7,75.35,-20.249999999999993,-798.605
770,17,black,f7f6,50.2,Rh8,197.5,-147.3,-798.605
771,17,black,f7f6,23.9,Rg8,82.95,-59.05,-798.605
772,17,black,g8g5,-535.0,Rxg5,-534.8,-0.2000000000000454,-798.605
773,17,black,g5g7,-531.9,Be8,-531.3,-0.6000000000000227,-798.605
774,17,black,e8c6,-608.7,Rg1+,-116.2,-492.50000000000006,-798.605
775,17,black,f7f6,371.9,d5,398.15,-26.25,-798.605
776,17,black,f7g8,-382.7,Kf6,64.45,-447.15,-798.605
777,17,black,e8f7,381.1,Kg5,399.9,-18.799999999999955,-798.605
778,17,black,e8c6,416.4,Bc6,413.2,3.1999999999999886,-798.605
779,17,black,b7b5,401.1,a4,405.8,-4.699999999999989,-798.605
780,17,black,a4a3,391.3,h4,420.15,-28.84999999999997,-798.605
781,17,black,g5f4,393.3,b5,417.8,-24.5,-798.605
782,17,black,c6a8,467.1,b4,471.3,-4.199999999999989,-798.605
783,17,black,g5f4,157.5,b3,354.8,-197.3,-798.605
784,17,black,b3c2,-16178.1,Kf4,-7958.95,-8219.150000000001,-798.605
785,17,black,b3a2,-995.9,h3,-282.1,-713.8,-798.605
786,17,black,b3c2,-19996.0,bxa2,-6375.05,-13620.95,-798.605
787,17,black,f4e3,-19996.0,a1=R+,-10580.8,-9415.2,-798.605
788,18,black,c7c5,34.7,e5,32.3,2.4000000000000057,-175.27
789,18,black,g8f6,41.3,Nc6,35.55,5.75,-175.27
790,18,black,d8g5,-460.3,Nh6,-236.8,-223.5,-175.27
791,18,black,d7d5,-145.3,Nf5,67.15,-212.45,-175.27
792,18,black,d8g5,-227.3,Qe7,-117.6,-109.70000000000002,-175.27
793,18,black,f5d4,-31.9,Qg5,360.65,-392.5499999999999,-175.27
794,18,black,e5f4,-291.1,h5,-40.7,-250.40000000000003,-175.27
795,18,black,g5h4,178.8,a6,462.2,-283.4,-175.27
796,18,black,g5f6,154.0,Be7,426.5,-272.5,-175.27
797,18,black,g5f4,-286.7,b6,15.4,-302.09999999999997,-175.27
798,18,black,g5f4,-468.9,Bc5,-208.6,-260.29999999999995,-175.27
799,18,black,g5h4,-35.6,Be7,103.55,-139.15,-175.27
800,18,black,g5f4,-475.4,Nfd4,-224.35,-251.05,-175.27
801,18,black,d4e2,-152.7,g6,55.95,-208.65,-175.27
802,18,black,e5d4,-190.0,d5,180.35,-370.35,-175.27
803,18,black,g6f5,-75.0,b5,195.7,-270.7,-175.27
804,18,black,g5h6,-22.6,a5,200.45,-223.05,-175.27
805,18,black,e8f7,189.4,Qe3+,534.15,-344.75,-175.27
806,18,black,e3e4,558.5,Rg8,712.9,-154.39999999999998,-175.27
807,18,black,e3e4,161.2,Qf3,511.6,-350.40000000000003,-175.27
808,18,black,g8h8,874.7,Bh4,882.15,-7.449999999999932,-175.27
809,18,black,g8f8,832.3,Bd7,834.2,-1.900000000000091,-175.27
810,18,black,d5d4,807.8,Rc8,857.85,-50.05000000000007,-175.27
811,18,black,g8f8,871.6,Be7,930.5,-58.89999999999998,-175.27
812,18,black,d5d4,870.7,Rxh8,885.35,-14.649999999999975,-175.27
813,18,black,g6h5,708.3,Bh4,746.95,-38.65000000000009,-175.27
814,18,black,e8e7,791.2,Ke7,788.6,2.6000000000000227,-175.27
815,18,black,h8h7,647.0,Rce8,703.6,-56.60000000000002,-175.27
816,18,black,e8g8,718.0,Rd8,747.8,-29.799999999999955,-175.27
817,18,black,h8h7,645.3,Rc8,701.75,-56.450000000000045,-175.27
818,18,black,c8g8,583.0,Rd8,689.5,-106.5,-175.27
819,18,black,h8h7,635.8,Rc8,692.7,-56.90000000000009,-175.27
820,18,black,c8g8,534.6,Bg5,688.25,-153.64999999999998,-175.27
821,18,black,h8h7,685.8,Rce8,736.45,-50.65000000000009,-175.27
822,18,black,e8g8,576.8,Rexg8,575.1,1.6999999999999318,-175.27
823,18,black,d5d4,429.6,Rh7,522.5,-92.89999999999998,-175.27
824,18,black,e7f8,-403.2,Rxf8,-334.5,-68.69999999999999,-175.27
825,18,black,c6d8,-262.5,Bxd2+,26.95,-289.45,-175.27
826,18,black,d2c1,-618.3,Rxh2,-191.95,-426.35,-175.27
827,18,black,d2c1,-700.0,Rf3,-140.3,-559.7,-175.27
828,18,black,d2c3,-39.8,Bxc3,-43.35,3.5500000000000043,-175.27
829,18,black,c3d4,-185.7,a4,124.85,-310.54999999999995,-175.27
830,18,black,c3d4,377.1,Rf8,456.4,-79.29999999999995,-175.27
831,18,black,c3d4,-46.9,Rf7,273.75,-320.65,-175.27
832,18,black,e7d7,599.4,Rf8,721.45,-122.05000000000008,-175.27
833,18,black,f8f2,402.7,Rf7,535.4,-132.7,-175.27
834,18,black,h2f2,413.9,Rf8,632.25,-218.35,-175.27
835,18,black,f8f2,408.3,Rfxf2+,393.25,15.050000000000011,-175.27
836,18,black,e7d7,301.6,Rh8,539.6,-238.0,-175.27
837,18,black,f2g2,-463.2,Rg8,171.1,-634.3,-175.27
838,19,black,e7e5,34.3,e5,33.7,0.5999999999999943,-2764.836
839,19,black,b8c6,33.2,Nc6,33.55,-0.3499999999999943,-2764.836
840,19,black,c6e5,-297.5,Nxe5,-298.25,0.75,-2764.836
841,19,black,e5g6,-307.6,Nf6,-246.2,-61.400000000000034,-2764.836
842,19,black,e5c6,-328.6,Nxd3+,-115.55,-213.05,-2764.836
843,19,black,f8b4,94.5,Be7,119.3,-24.799999999999997,-2764.836
844,19,black,e8g8,0.6,Nxe4,191.7,-191.1,-2764.836
845,19,black,d7d5,378.5,Bf6,455.4,-76.89999999999998,-2764.836
846,19,black,e8g8,403.6,h5,534.85,-131.25,-2764.836
847,19,black,b7a6,-621.5,b6,-75.25,-546.25,-2764.836
848,19,black,a8a7,-611.8,Rxa7,-607.4,-4.399999999999977,-2764.836
849,19,black,f6g5,-798.8,Bxg5,-790.8,-8.0,-2764.836
850,19,black,g5c1,-911.5,Rg8,-879.85,-31.649999999999977,-2764.836
851,19,black,g5c1,-832.3,Rh8,-807.7,-24.59999999999991,-2764.836
852,19,black,g5c1,-934.7,Rg8,-813.55,-121.15000000000008,-2764.836
853,19,black,d8e7,-874.2,Bh6,-721.85,-152.35000000000002,-2764.836
854,19,black,h6c1,-656.2,g6,-552.15,-104.05000000000008,-2764.836
855,19,black,d8e7,-880.9,Bd2+,-681.35,-199.54999999999995,-2764.836
856,19,black,c8a6,-19999.0,Bxc1,-10367.8,-9631.2,-2764.836
857,19,black,e8f7,-888.3,Kf8,-802.55,-85.75,-2764.836
858,19,black,c8a6,-958.7,Qf6,-913.1,-45.60000000000002,-2764.836
859,19,black,c8a6,-19995.2,Ke8,-10382.65,-9612.55,-2764.836
860,19,black,c8a6,-19992.0,b5,-10306.45,-9685.55,-2764.836
861,19,black,f6b2,-885.1,Bh6,-810.0,-75.10000000000002,-2764.836
862,19,black,c8a6,-872.8,d6,-809.85,-62.94999999999993,-2764.836
863,19,black,f6g6,-878.6,Qxg6,-868.95,-9.649999999999975,-2764.836
864,19,black,g6c2,-6843.7,Rxa4,-3908.1,-2935.6,-2764.836
865,19,black,a4a1,-19997.0,Rd4,-10459.1,-9537.9,-2764.836
866,19,black,g6c2,-925.4,Bf4,-822.05,-103.35000000000002,-2764.836
867,19,black,f4d6,-19989.9,Bxd6,8.2,-19998.1,-2764.836
868,19,black,b5b4,-19991.3,Be6,7.35,-19998.65,-2764.836
869,19,black,e6c4,-19998.0,h4,3.5,-20001.5,-2764.836
870,19,black,g6c2,-19997.0,c6,3.75,-20000.75,-2764.836
871,19,black,e6c4,-19998.0,Qd3+,-10141.25,-9856.75,-2764.836
872,19,black,d6e5,-278.0,Bf7,-223.75,-54.25,-2764.836
873,19,black,d6e5,-280.4,Bg3,120.8,-401.2,-2764.836
874,19,black,g3f4,-305.4,Bh5,136.75,-442.15,-2764.836
875,19,black,g3f4,-252.2,Be1,-253.6,1.4000000000000057,-2764.836
876,19,black,h5f3,-390.7,h3,-330.55,-60.14999999999998,-2764.836
877,19,black,e1a5,-266.6,Ke7,146.7,-413.3,-2764.836
878,19,black,h5e2,-684.6,Kf6,-509.0,-175.60000000000002,-2764.836
879,19,black,e1a5,-332.5,b4,115.0,-447.5,-2764.836
880,19,black,e1d2,-127.8,Kg6,225.6,-353.4,-2764.836
881,19,black,e1d2,-70.1,Kh6,260.75,-330.85,-2764.836
882,19,black,e1d2,-3.3,Bg4,289.7,-293.0,-2764.836
883,19,black,e1d2,-137.2,Bh5,237.8,-375.0,-2764.836
884,19,black,e1d2,-11.2,Be8,300.5,-311.7,-2764.836
885,19,black,e1c3,461.3,Bh5,538.9,-77.59999999999997,-2764.836
886,19,black,h3g2,-587.6,Bg4,-72.45,-515.15,-2764.836
887,19,black,e1g3,-339.3,Kh5,122.6,-461.9,-2764.836
888,20,black,e7e5,32.8,e5,32.2,0.5999999999999943,-482.623
889,20,black,b8c6,34.7,Nc6,33.35,1.3500000000000014,-482.623
890,20,black,c6e5,-300.1,Nxe5,-296.95,-3.150000000000034,-482.623
891,20,black,e5g6,-305.5,Ba3,-39.7,-265.8,-482.623
892,20,black,a3b4,-283.4,Nxe7,-61.15,-222.24999999999997,-482.623
893,20,black,e7d5,-394.5,Nf5,-96.25,-298.25,-482.623
894,20,black,a3e7,-504.4,Nxf3+,-351.8,-152.59999999999997,-482.623
895,20,black,f5d4,-189.7,Rg8,205.1,-394.7999999999999,-482.623
896,20,black,d8e7,22.4,Qxe7,26.55,-4.150000000000002,-482.623
897,20,black,g7g6,26.9,Qxe4+,393.15,-366.25,-482.623
898,20,black,e4f5,-871.0,Qe7,-254.35,-616.65,-482.623
899,20,black,e7f7,-809.6,Qxf7+,-816.4,6.7999999999999545,-482.623
900,20,black,a3d6,-19997.0,Qxf1,-10262.35,-9734.65,-482.623
901,20,black,a3d6,-19994.0,Rb8,-10257.05,-9736.95,-482.623
902,20,black,a3e7,-506.5,Bd6+,-519.95,13.450000000000044,-482.623
903,20,black,d6e7,-557.4,Rh8,-483.05,-74.34999999999997,-482.623
904,20,black,h8f8,-900.6,Rxf8,-900.75,0.1499999999999772,-482.623
905,20,black,b7b5,-957.6,Rh8,-892.25,-65.35000000000002,-482.623
906,20,black,h8f8,-920.8,Rg8,-886.15,-34.64999999999998,-482.623
907,20,black,h7h5,-862.4,Rh8,-840.2,-22.199999999999932,-482.623
908,20,black,h8f8,-919.0,a6,-884.15,-34.85000000000002,-482.623
909,20,black,d6e7,-884.8,Bf8,-846.45,-38.34999999999991,-482.623
910,20,black,f8d6,-869.4,Bd6+,-867.8,-1.6000000000000227,-482.623
911,20,black,h8f8,-884.9,Bf4,-848.8,-36.10000000000002,-482.623
912,20,black,d7d5,-889.1,Bh6,-860.6,-28.5,-482.623
913,20,black,d7d6,-889.0,Rg8,-860.05,-28.950000000000045,-482.623
914,20,black,d7d6,-890.3,Rh8,-861.65,-28.649999999999977,-482.623
915,20,black,d7d6,-850.4,Bg5,-743.3,-107.10000000000002,-482.623
916,20,black,g5f6,-858.8,h6,-840.45,-18.34999999999991,-482.623
917,20,black,g5f6,-857.6,Bf4,-743.5,-114.10000000000002,-482.623
918,20,black,e8f7,-632.9,Kf8,-615.95,-16.949999999999932,-482.623
919,20,black,f8f7,-611.9,g5,-567.0,-44.89999999999998,-482.623
920,20,black,d7d6,-609.0,gxf4,-600.4,-8.600000000000023,-482.623
921,20,black,d7d6,-593.5,Rg8+,-533.5,-60.0,-482.623
922,20,black,d7d6,-642.5,Rh8,-529.45,-113.04999999999995,-482.623
923,20,black,d7d6,-405.0,Kg7,-172.55,-232.45,-482.623
924,20,black,b8a8,-345.0,b6,-124.95,-220.05,-482.623
925,20,black,g7f8,-752.1,Rxf8,-775.05,22.949999999999932,-482.623
926,20,black,d7d6,-858.7,Rf1,-641.75,-216.95000000000005,-482.623
927,20,black,c8b7,-410.7,Bb7,-411.3,0.6000000000000227,-482.623
928,20,black,b8c8,-469.5,a5,-440.75,-28.75,-482.623
929,20,black,b8e8,-475.8,b5,-455.35,-20.44999999999999,-482.623
930,20,black,b8e8,-448.4,d6,-444.0,-4.399999999999977,-482.623
931,20,black,b7e4,-487.3,b4,-369.65,-117.65000000000003,-482.623
932,20,black,b8c8,-477.7,a4,-444.3,-33.39999999999998,-482.623
933,20,black,b7e4,-478.6,Rh8,-444.5,-34.10000000000002,-482.623
934,20,black,h8c8,-498.3,Bh1,-247.6,-250.7,-482.623
935,20,black,h1d5,-487.9,Rg8,-469.85,-18.049999999999955,-482.623
936,20,black,h1d5,-508.5,b3,-267.65,-240.85,-482.623
937,20,black,h1d5,-468.5,bxa2,-381.35,-87.14999999999998,-482.623
938,21,black,c7c5,33.3,e5,31.95,1.349999999999998,-1821.381
939,21,black,b8c6,30.7,Nc6,31.15,-0.4499999999999993,-1821.381
940,21,black,d8g5,-459.9,Nf6,-218.1,-241.8,-1821.381
941,21,black,f6e4,-271.4,Nxe4,-271.6,0.2000000000000454,-1821.381
942,21,black,e5f4,-609.7,Bb4,-433.15,-176.55000000000007,-1821.381
943,21,black,d7d5,-420.1,b5,-296.0,-124.10000000000002,-1821.381
944,21,black,b5c4,-657.2,f5,-402.65,-254.55000000000007,-1821.381
945,21,black,h8g8,-502.1,Bb7,-375.0,-127.10000000000002,-1821.381
946,21,black,h8h7,-624.1,Rg8,-207.0,-417.1,-1821.381
947,21,black,c6d4,31.4,Ng3,224.9,-193.5,-1821.381
948,21,black,d8d7,-263.8,Kf8,60.25,-324.05,-1821.381
949,21,black,b7c6,352.5,Bxc3,598.35,-245.85,-1821.381
950,21,black,d8d5,505.5,Bxd2+,599.85,-94.35000000000002,-1821.381
951,21,black,b7d5,684.7,Qg5,900.35,-215.65,-1821.381
952,21,black,g5f5,730.9,Rd8,898.9,-168.0,-1821.381
953,21,black,d8d1,-208.0,a6,392.7,-600.7,-1821.381
954,21,black,d8d1,-19.6,Rd2,521.2,-540.8000000000001,-1821.381
955,21,black,g5h4,1106.8,Bd5,1211.5,-104.70000000000005,-1821.381
956,21,black,g5f6,1156.1,Qg4,9650.55,-8494.449999999999,-1821.381
957,21,black,g4d1,1126.0,c6,1158.2,-32.200000000000045,-1821.381
958,21,black,g4e2,1301.7,Nh5,10648.85,-9347.15,-1821.381
959,21,black,h5f6,1252.4,Qe4+,1440.0,-187.5999999999999,-1821.381
960,21,black,e4e3,-17856.2,Nxf6,1069.35,-18925.55,-1821.381
961,21,black,f6e8,-20004.0,Kf7,-2.5,-20001.5,-1821.381
962,21,black,f6h7,1055.7,Qxe3+,9595.9,-8540.199999999999,-1821.381
963,21,black,e3h6,941.0,Qd2+,1066.45,-125.45000000000005,-1821.381
964,21,black,f6h7,-5000.0,Nh5,7499.5,-12499.5,-1821.381
965,21,black,f7e7,1027.0,Kxe7,1028.8,-1.7999999999999543,-1821.381
966,21,black,h5f6,1004.2,Kf7,1014.2,-10.0,-1821.381
967,21,black,c6c5,1000.9,a5,1008.65,-7.75,-1821.381
968,21,black,c6c5,1015.4,Kf6,1016.7,-1.3000000000000682,-1821.381
969,21,black,g7g6,963.6,Nf4,973.35,-9.75,-1821.381
970,21,black,g7g6,1001.0,Nh3,1007.1,-6.100000000000023,-1821.381
971,21,black,h3g5,860.7,Ng1,918.1,-57.39999999999998,-1821.381
972,21,black,g1e2,881.3,Nh3,938.65,-57.35000000000002,-1821.381
973,21,black,h3g5,826.9,e4,905.3,-78.39999999999998,-1821.381
974,21,black,a5b4,869.9,Ng1,924.85,-54.950000000000045,-1821.381
975,21,black,a5b4,907.1,g6,926.45,-19.350000000000023,-1821.381
976,21,black,g1f3,839.3,Nh3,896.45,-57.15000000000009,-1821.381
977,21,black,a5b4,958.6,Kf7,997.2,-38.60000000000002,-1821.381
978,21,black,f7g8,944.4,Kf6,1990.7,-1046.3000000000002,-1821.381
979,21,black,a5b4,991.1,Kf7,1007.35,-16.25,-1821.381
980,21,black,f7g8,938.0,Kf6,2919.95,-1981.95,-1821.381
981,21,black,a5b4,974.9,Kf7,997.1,-22.200000000000045,-1821.381
982,21,black,f7g8,944.4,Kf6,1009.2,-64.80000000000007,-1821.381
983,21,black,a5b4,958.4,Kf7,996.7,-38.30000000000007,-1821.381
984,21,black,f7g8,942.4,Kf6,996.3,-53.89999999999998,-1821.381
985,22,black,e7e5,32.4,e5,31.65,0.75,-144.503
986,22,black,b8c6,35.0,Nc6,33.8,1.2000000000000028,-144.503
987,22,black,d8g5,-451.2,Nge7,-208.65,-242.55,-144.503
988,22,black,d7d5,-170.0,b5,-44.2,-125.8,-144.503
989,22,black,e5f4,-381.5,exf4,-379.3,-2.1999999999999886,-144.503
990,22,black,a7a6,-438.4,h5,-417.45,-20.94999999999999,-144.503
991,22,black,b5b4,-463.1,f3,-400.8,-62.30000000000001,-144.503
992,22,black,f3g2,-423.2,Nxb8,-330.15,-93.05,-144.503
993,22,black,d8c7,-502.7,Qxc7,-500.95,-1.75,-144.503
994,22,black,b8c6,-490.8,Qxc2,-499.75,8.949999999999989,-144.503
995,22,black,e8f7,-905.5,Kd8,-681.55,-223.95000000000005,-144.503
996,22,black,e7f5,-863.7,Qxe4+,-164.0,-699.7,-144.503
997,22,black,b8c6,534.8,Nf5,632.1,-97.30000000000008,-144.503
998,22,black,d8e8,-554.2,Kxe8,-556.7,2.5,-144.503
999,22,black,b8c6,-584.7,Rg8,-554.8,-29.90000000000009,-144.503
1000,22,black,b8c6,-584.2,Bd6,-573.6,-10.600000000000025,-144.503
1001,22,black,f5d6,-572.0,a5,-413.25,-158.75,-144.503
1002,22,black,d7d6,-257.7,Nh6,-151.75,-105.95,-144.503
1003,22,black,c8b7,-238.2,Nf7,-209.5,-28.69999999999999,-144.503
1004,22,black,b8c6,-251.6,Nh6,-196.85,-54.75,-144.503
1005,22,black,b8d7,-580.9,Rh8,-243.6,-337.29999999999995,-144.503
1006,22,black,e8d8,-567.2,Kf7,33.6,-600.8000000000001,-144.503
1007,22,black,c8e6,-180.8,Rg8,126.9,-307.70000000000005,-144.503
1008,22,black,g8e8,-191.8,Rd8+,174.45,-366.25,-144.503
1009,22,black,b8d7,-173.6,Rd4,183.15,-356.75,-144.503
1010,22,black,h6f5,525.1,Bd7,579.3,-54.19999999999993,-144.503
1011,22,black,b8d7,481.0,Ke6,665.9,-184.9,-144.503
1012,22,black,e6e7,865.0,Nd7,935.45,-70.45000000000005,-144.503
1013,22,black,a8d8,447.0,Rxd8,448.6,-1.6000000000000227,-144.503
1014,22,black,d7e5,336.2,Kd6,402.7,-66.5,-144.503
1015,22,black,d8e8,327.2,Kc6,378.3,-51.10000000000002,-144.503
1016,22,black,h6f5,399.9,Ne5,429.4,-29.5,-144.503
1017,22,black,e5d3,224.2,Rd6,301.85,-77.65000000000003,-144.503
1018,22,black,e5f3,90.2,Nxf3+,90.9,-0.7000000000000028,-144.503
1019,22,black,h6f5,87.4,Rxd2,406.65,-319.25,-144.503
1020,22,black,d2d1,74.6,Rd4,205.7,-131.1,-144.503
1021,22,black,d4d1,20.4,Rd1,19.35,1.0499999999999972,-144.503
1022,22,black,h6f5,-82.9,Nf7,21.65,-104.55,-144.503
1023,22,black,f7e5,-16.3,Rd2,379.35,-395.65,-144.503
1024,22,black,d2f2,6.9,Rxf2,6.55,0.3500000000000005,-144.503
1025,22,black,f2f1,6.5,Rxb2,297.5,-291.0,-144.503
1026,22,black,b2g2,0.0,Rh2,0.0,0.0,-144.503
1027,22,black,h2h4,-7.7,Rc2,16.45,-24.15,-144.503
1028,22,black,f7e5,-1.0,Nh8+,238.7,-239.7,-144.503
1029,22,black,c2c5,-7.7,Nf7+,-0.05,-7.65,-144.503
1030,22,black,f7e5,-1.7,Nh8+,237.0,-238.7,-144.503
1031,22,black,c2c3,0.0,Rxc1,271.75,-271.75,-144.503
1032,22,black,c1a1,-847.6,Rd1,-139.6,-708.0,-144.503
1033,22,black,h8g6,553.6,Ng6,553.75,-0.1499999999999772,-144.503
1034,22,black,g6f8,604.7,Nh8,649.4,-44.69999999999993,-144.503
1035,23,black,e7e5,33.0,e5,34.85,-1.8500000000000016,-1500.831
1036,23,black,b8c6,27.1,Nc6,30.95,-3.849999999999998,-1500.831
1037,23,black,c6e5,-295.0,Nxe5,-295.55,0.5500000000000114,-1500.831
1038,23,black,e5g6,-302.4,Nf3+,-24.0,-278.4,-1500.831
1039,23,black,f3d4,-438.8,Nxe1,-121.05,-317.75,-1500.831
1040,23,black,e1g2,-73.8,Be7,10.65,-84.45,-1500.831
1041,23,black,d7d5,-168.1,Nh6,-99.95,-68.14999999999999,-1500.831
1042,23,black,e1g2,-102.0,Bf6,-77.05,-24.950000000000003,-1500.831
1043,23,black,d8e7,-660.9,Bxe7,-617.35,-43.549999999999955,-1500.831
1044,23,black,e8g8,-610.6,Rg8,-567.45,-43.14999999999998,-1500.831
1045,23,black,d7d5,-676.4,Bf6,-629.8,-46.60000000000002,-1500.831
1046,23,black,e1c2,-916.1,Rb8,-734.4,-181.70000000000005,-1500.831
1047,23,black,e1f3,-1047.6,Nxf3,-1050.45,2.8500000000001364,-1500.831
1048,23,black,f6a1,-1055.2,Bh4,-1012.7,-42.5,-1500.831
1049,23,black,d7d6,-993.2,Bg3,-911.1,-82.10000000000002,-1500.831
1050,23,black,g3h2,-1016.9,Rh8,-933.1,-83.79999999999995,-1500.831
1051,23,black,d8f6,-878.1,Rg8,-836.3,-41.80000000000007,-1500.831
1052,23,black,d8f6,-949.5,Qf6,-949.15,-0.3500000000000227,-1500.831
1053,23,black,f6f4,-1132.6,Qe5,-530.6,-601.9999999999999,-1500.831
1054,23,black,e5f4,-19997.0,Qe6,-10423.1,-9573.9,-1500.831
1055,23,black,e6g4,-20000.0,Qg4#,0.0,-20000.0,-1500.831
1056,24,black,e7e5,29.6,e5,27.8,1.8000000000000007,-759.2
1057,24,black,b8c6,30.1,Nc6,31.6,-1.5,-759.2
1058,24,black,c6e5,-296.3,Nxe5,-295.95,-0.3500000000000227,-759.2
1059,24,black,e5g6,-310.0,Nf6,-241.8,-68.19999999999999,-759.2
1060,24,black,d7d5,-348.9,Nxe4,-117.0,-231.9,-759.2
1061,24,black,d7d5,-37.4,Nxd3+,213.45,-250.85,-759.2
1062,24,black,d3c1,-368.4,Be7,-62.85,-305.54999999999995,-759.2
1063,24,black,d3c1,-383.5,Bg5,18.25,-401.75,-759.2
1064,24,black,d7d5,-1230.9,Nxe5+,-944.6,-286.30000000000007,-759.2
1065,24,black,g7g6,-20000.0,Bf4,-10137.0,-9863.0,-759.2
1066,24,black,g7g6,-20000.0,Qh4+,-9849.55,-10150.45,-759.2
1067,24,black,e5g6,309.6,Nf3+,489.4,-179.79999999999995,-759.2
1068,24,black,f4d2,672.4,Rg8,889.05,-216.65,-759.2
1069,24,black,f4d6,534.7,Bh6,1042.3,-507.5999999999999,-759.2
1070,24,black,e8f8,467.2,Kxf8,476.75,-9.550000000000011,-759.2
1071,24,black,d7d5,403.9,Rb8,482.65,-78.75,-759.2
1072,24,black,h6c1,354.9,Bg5+,501.9,-147.0,-759.2
1073,24,black,f7f6,636.9,Rh8,666.8,-29.899999999999977,-759.2
1074,24,black,d7d6,660.5,Ke7,732.5,-72.0,-759.2
1075,24,black,d7d5,795.9,Rg8,966.8,-170.89999999999998,-759.2
1076,24,black,g8d8,472.2,Rxd8,475.55,-3.3500000000000227,-759.2
1077,24,black,d7d5,434.0,Rg8,446.95,-12.949999999999989,-759.2
1078,24,black,d7d5,452.2,Rh8,472.15,-19.94999999999999,-759.2
1079,24,black,d7d5,452.0,d5,451.5,0.5,-759.2
1080,24,black,c8f5,397.2,b6,418.35,-21.15000000000003,-759.2
1081,24,black,c8f5,438.2,Rg8,442.15,-3.9499999999999886,-759.2
1082,24,black,e7f6,383.3,Rh8,411.3,-28.0,-759.2
1083,24,black,e7f6,433.5,Bd7,438.05,-4.550000000000011,-759.2
1084,24,black,b8g8,375.2,Rbe8,388.95,-13.75,-759.2
1085,24,black,h7h5,392.4,Bh3,546.45,-154.05000000000007,-759.2
1086,24,black,h3f1,372.0,Bxf1,376.85,-4.850000000000023,-759.2
1087,24,black,f1e2,-35.5,Be2,-34.9,-0.6000000000000014,-759.2
1088,24,black,e2f3,-223.9,Bd1,122.1,-346.0,-759.2
1089,24,black,d1c2,-171.5,a6,124.4,-295.9,-759.2
1090,24,black,d1c2,-283.2,Rhg8,86.05,-369.25,-759.2
1091,24,black,d1c2,-208.0,a5,132.1,-340.1,-759.2
1092,24,black,d1c2,-237.8,h5,101.65,-339.45000000000005,-759.2
1093,24,black,d1c2,-460.1,f5,-4.7,-455.4,-759.2
1094,24,black,f5f4,-467.9,g5,-157.2,-310.7,-759.2
1095,24,black,d1c2,-430.5,Rh8,-38.7,-391.8,-759.2
1096,24,black,g5g4,-294.1,f4,16.3,-310.40000000000003,-759.2
