Iteration,Puzzle ID,Method,Best Move Score,Qwen Move Score
31,35,Qwen:32B,117,63
32,35,Qwen:32B,117,11
33,35,Qwen:32B,117,63
34,35,Qwen:32B,117,11
35,35,Qwen:32B,117,63
36,35,Qwen:32B,117,63
37,35,Qwen:32B,117,63
38,35,Qwen:32B,117,63
39,35,Qwen:32B,117,11
40,35,Qwen:32B,117,11
41,35,Qwen:32B,117,11
42,35,Qwen:32B,117,63
43,35,Qwen:32B,117,63
44,35,Qwen:32B,117,63
45,35,Qwen:32B,117,63
46,35,Qwen:32B,117,11
47,35,Qwen:32B,117,63
48,35,Qwen:32B,117,11
49,35,Qwen:32B,117,11
50,35,Qwen:32B,117,11
1,36,Qwen:32B,245,155
2,36,Qwen:32B,245,155
3,36,Qwen:32B,245,116
4,36,Qwen:32B,245,155
5,36,Qwen:32B,245,116
6,36,Qwen:32B,245,116
7,36,Qwen:32B,245,116
8,36,Qwen:32B,245,116
9,36,Qwen:32B,245,155
10,36,Qwen:32B,245,155
11,36,Qwen:32B,245,155
12,36,Qwen:32B,245,116
13,36,Qwen:32B,245,155
14,36,Qwen:32B,245,155
15,36,Qwen:32B,245,155
16,36,Qwen:32B,245,116
17,36,Qwen:32B,245,116
18,36,Qwen:32B,245,155
19,36,Qwen:32B,245,116
20,36,Qwen:32B,245,155
21,36,Qwen:32B,245,116
22,36,Qwen:32B,245,155
23,36,Qwen:32B,245,116
24,36,Qwen:32B,245,155
25,36,Qwen:32B,245,155
26,36,Qwen:32B,245,116
27,36,Qwen:32B,245,116
28,36,Qwen:32B,245,155
29,36,Qwen:32B,245,155
30,36,Qwen:32B,245,116
31,36,Qwen:32B,245,155
32,36,Qwen:32B,245,116
33,36,Qwen:32B,245,155
34,36,Qwen:32B,245,116
35,36,Qwen:32B,245,116
36,36,Qwen:32B,245,116
37,36,Qwen:32B,245,155
38,36,Qwen:32B,245,155
39,36,Qwen:32B,245,155
40,36,Qwen:32B,245,155
41,36,Qwen:32B,245,155
42,36,Qwen:32B,245,116
43,36,Qwen:32B,245,155
44,36,Qwen:32B,245,116
45,36,Qwen:32B,245,155
46,36,Qwen:32B,245,116
47,36,Qwen:32B,245,155
48,36,Qwen:32B,245,116
49,36,Qwen:32B,245,155
50,36,Qwen:32B,245,116
1,37,Qwen:32B,161,31
2,37,Qwen:32B,161,31
3,37,Qwen:32B,161,31
4,37,Qwen:32B,161,31
5,37,Qwen:32B,161,31
6,37,Qwen:32B,161,133
7,37,Qwen:32B,161,31
8,37,Qwen:32B,161,31
9,37,Qwen:32B,161,31
10,37,Qwen:32B,161,31
11,37,Qwen:32B,161,133
12,37,Qwen:32B,161,31
13,37,Qwen:32B,161,31
14,37,Qwen:32B,161,31
15,37,Qwen:32B,161,31
16,37,Qwen:32B,161,31
17,37,Qwen:32B,161,133
18,37,Qwen:32B,161,31
19,37,Qwen:32B,161,31
20,37,Qwen:32B,161,133
21,37,Qwen:32B,161,133
22,37,Qwen:32B,161,31
23,37,Qwen:32B,161,31
24,37,Qwen:32B,161,31
25,37,Qwen:32B,161,31
26,37,Qwen:32B,161,31
27,37,Qwen:32B,161,31
28,37,Qwen:32B,161,31
29,37,Qwen:32B,161,31
30,37,Qwen:32B,161,31
31,37,Qwen:32B,161,31
32,37,Qwen:32B,161,31
33,37,Qwen:32B,161,31
34,37,Qwen:32B,161,31
35,37,Qwen:32B,161,133
36,37,Qwen:32B,161,133
37,37,Qwen:32B,161,31
38,37,Qwen:32B,161,31
39,37,Qwen:32B,161,133
40,37,Qwen:32B,161,133
41,37,Qwen:32B,161,31
42,37,Qwen:32B,161,31
43,37,Qwen:32B,161,31
44,37,Qwen:32B,161,31
45,37,Qwen:32B,161,133
46,37,Qwen:32B,161,31
47,37,Qwen:32B,161,31
48,37,Qwen:32B,161,133
49,37,Qwen:32B,161,31
50,37,Qwen:32B,161,31
1,38,Qwen:32B,635,-600
2,38,Qwen:32B,635,-600
3,38,Qwen:32B,635,-593
4,38,Qwen:32B,635,-600
5,38,Qwen:32B,635,-600
6,38,Qwen:32B,635,-600
7,38,Qwen:32B,635,-600
8,38,Qwen:32B,635,-600
9,38,Qwen:32B,635,-600
10,38,Qwen:32B,635,-600
11,38,Qwen:32B,635,-600
12,38,Qwen:32B,635,-600
13,38,Qwen:32B,635,-600
14,38,Qwen:32B,635,-600
15,38,Qwen:32B,635,-600
16,38,Qwen:32B,635,-600
17,38,Qwen:32B,635,-600
18,38,Qwen:32B,635,-600
19,38,Qwen:32B,635,-593
20,38,Qwen:32B,635,-600
21,38,Qwen:32B,635,-600
22,38,Qwen:32B,635,-600
23,38,Qwen:32B,635,-600
24,38,Qwen:32B,635,-600
25,38,Qwen:32B,635,-600
26,38,Qwen:32B,635,-600
27,38,Qwen:32B,635,-600
28,38,Qwen:32B,635,-600
29,38,Qwen:32B,635,-600
30,38,Qwen:32B,635,-600
31,38,Qwen:32B,635,-587
32,38,Qwen:32B,635,-600
33,38,Qwen:32B,635,-600
34,38,Qwen:32B,635,-600
35,38,Qwen:32B,635,-600
36,38,Qwen:32B,635,-600
37,38,Qwen:32B,635,-600
38,38,Qwen:32B,635,-600
39,38,Qwen:32B,635,-593
40,38,Qwen:32B,635,-593
41,38,Qwen:32B,635,-600
42,38,Qwen:32B,635,-600
43,38,Qwen:32B,635,-600
44,38,Qwen:32B,635,-600
45,38,Qwen:32B,635,-600
46,38,Qwen:32B,635,-593
47,38,Qwen:32B,635,-600
48,38,Qwen:32B,635,-600
49,38,Qwen:32B,635,-600
50,38,Qwen:32B,635,-600
1,39,Qwen:32B,225,168
2,39,Qwen:32B,225,162
3,39,Qwen:32B,225,162
4,39,Qwen:32B,225,162
5,39,Qwen:32B,225,162
6,39,Qwen:32B,225,168
7,39,Qwen:32B,225,162
8,39,Qwen:32B,225,162
9,39,Qwen:32B,225,162
10,39,Qwen:32B,225,162
11,39,Qwen:32B,225,162
12,39,Qwen:32B,225,162
13,39,Qwen:32B,225,162
14,39,Qwen:32B,225,168
15,39,Qwen:32B,225,168
16,39,Qwen:32B,225,162
17,39,Qwen:32B,225,168
18,39,Qwen:32B,225,162
19,39,Qwen:32B,225,162
20,39,Qwen:32B,225,168
21,39,Qwen:32B,225,162
22,39,Qwen:32B,225,162
23,39,Qwen:32B,225,162
24,39,Qwen:32B,225,168
25,39,Qwen:32B,225,168
26,39,Qwen:32B,225,168
27,39,Qwen:32B,225,162
28,39,Qwen:32B,225,168
29,39,Qwen:32B,225,162
30,39,Qwen:32B,225,168
31,39,Qwen:32B,225,168
32,39,Qwen:32B,225,162
33,39,Qwen:32B,225,162
34,39,Qwen:32B,225,168
35,39,Qwen:32B,225,162
36,39,Qwen:32B,225,162
37,39,Qwen:32B,225,162
38,39,Qwen:32B,225,162
39,39,Qwen:32B,225,162
40,39,Qwen:32B,225,162
41,39,Qwen:32B,225,162
42,39,Qwen:32B,225,162
43,39,Qwen:32B,225,162
44,39,Qwen:32B,225,162
45,39,Qwen:32B,225,162
46,39,Qwen:32B,225,162
47,39,Qwen:32B,225,162
48,39,Qwen:32B,225,168
49,39,Qwen:32B,225,162
50,39,Qwen:32B,225,162
1,40,Qwen:32B,639,-561
2,40,Qwen:32B,639,-610
3,40,Qwen:32B,639,-561
4,40,Qwen:32B,639,-561
5,40,Qwen:32B,639,-561
6,40,Qwen:32B,639,-610
7,40,Qwen:32B,639,-561
8,40,Qwen:32B,639,-610
9,40,Qwen:32B,639,-561
10,40,Qwen:32B,639,-591
11,40,Qwen:32B,639,-561
12,40,Qwen:32B,639,-561
13,40,Qwen:32B,639,-561
14,40,Qwen:32B,639,-561
15,40,Qwen:32B,639,-610
16,40,Qwen:32B,639,-561
17,40,Qwen:32B,639,-561
18,40,Qwen:32B,639,-561
19,40,Qwen:32B,639,-561
20,40,Qwen:32B,639,-561
21,40,Qwen:32B,639,-561
22,40,Qwen:32B,639,-561
23,40,Qwen:32B,639,-561
24,40,Qwen:32B,639,-561
25,40,Qwen:32B,639,-561
26,40,Qwen:32B,639,-561
27,40,Qwen:32B,639,-561
28,40,Qwen:32B,639,-591
29,40,Qwen:32B,639,-610
30,40,Qwen:32B,639,-561
31,40,Qwen:32B,639,-561
32,40,Qwen:32B,639,-591
33,40,Qwen:32B,639,-561
34,40,Qwen:32B,639,-561
35,40,Qwen:32B,639,-561
36,40,Qwen:32B,639,-610
37,40,Qwen:32B,639,-561
38,40,Qwen:32B,639,-561
39,40,Qwen:32B,639,-610
40,40,Qwen:32B,639,-561
41,40,Qwen:32B,639,-561
42,40,Qwen:32B,639,-561
43,40,Qwen:32B,639,-610
44,40,Qwen:32B,639,-610
45,40,Qwen:32B,639,-610
46,40,Qwen:32B,639,-561
47,40,Qwen:32B,639,-561
48,40,Qwen:32B,639,-561
49,40,Qwen:32B,639,-561
50,40,Qwen:32B,639,-561
1,41,Qwen:32B,136,8
2,41,Qwen:32B,136,62
3,41,Qwen:32B,136,62
4,41,Qwen:32B,136,62
5,41,Qwen:32B,136,8
6,41,Qwen:32B,136,62
7,41,Qwen:32B,136,62
8,41,Qwen:32B,136,62
9,41,Qwen:32B,136,8
10,41,Qwen:32B,136,8
11,41,Qwen:32B,136,8
12,41,Qwen:32B,136,62
13,41,Qwen:32B,136,62
14,41,Qwen:32B,136,8
15,41,Qwen:32B,136,62
16,41,Qwen:32B,136,62
17,41,Qwen:32B,136,8
18,41,Qwen:32B,136,62
19,41,Qwen:32B,136,62
20,41,Qwen:32B,136,8
21,41,Qwen:32B,136,8
22,41,Qwen:32B,136,62
23,41,Qwen:32B,136,62
24,41,Qwen:32B,136,62
25,41,Qwen:32B,136,62
26,41,Qwen:32B,136,62
27,41,Qwen:32B,136,62
28,41,Qwen:32B,136,8
29,41,Qwen:32B,136,62
30,41,Qwen:32B,136,8
31,41,Qwen:32B,136,62
32,41,Qwen:32B,136,62
33,41,Qwen:32B,136,8
34,41,Qwen:32B,136,8
35,41,Qwen:32B,136,62
36,41,Qwen:32B,136,62
37,41,Qwen:32B,136,62
38,41,Qwen:32B,136,62
39,41,Qwen:32B,136,8
40,41,Qwen:32B,136,62
41,41,Qwen:32B,136,8
42,41,Qwen:32B,136,62
43,41,Qwen:32B,136,8
44,41,Qwen:32B,136,8
45,41,Qwen:32B,136,62
46,41,Qwen:32B,136,8
47,41,Qwen:32B,136,8
48,41,Qwen:32B,136,8
49,41,Qwen:32B,136,8
50,41,Qwen:32B,136,8
1,42,Qwen:32B,170,116
2,42,Qwen:32B,170,116
3,42,Qwen:32B,170,116
4,42,Qwen:32B,170,116
5,42,Qwen:32B,170,116
6,42,Qwen:32B,170,149
7,42,Qwen:32B,170,116
8,42,Qwen:32B,170,116
9,42,Qwen:32B,170,116
10,42,Qwen:32B,170,149
11,42,Qwen:32B,170,116
12,42,Qwen:32B,170,116
13,42,Qwen:32B,170,149
14,42,Qwen:32B,170,149
15,42,Qwen:32B,170,116
16,42,Qwen:32B,170,116
17,42,Qwen:32B,170,116
18,42,Qwen:32B,170,116
19,42,Qwen:32B,170,116
20,42,Qwen:32B,170,149
21,42,Qwen:32B,170,116
22,42,Qwen:32B,170,116
23,42,Qwen:32B,170,116
24,42,Qwen:32B,170,116
25,42,Qwen:32B,170,149
26,42,Qwen:32B,170,116
27,42,Qwen:32B,170,116
28,42,Qwen:32B,170,116
29,42,Qwen:32B,170,149
30,42,Qwen:32B,170,149
31,42,Qwen:32B,170,116
32,42,Qwen:32B,170,116
33,42,Qwen:32B,170,116
34,42,Qwen:32B,170,116
35,42,Qwen:32B,170,116
36,42,Qwen:32B,170,149
37,42,Qwen:32B,170,116
38,42,Qwen:32B,170,116
39,42,Qwen:32B,170,116
40,42,Qwen:32B,170,149
41,42,Qwen:32B,170,149
42,42,Qwen:32B,170,116
43,42,Qwen:32B,170,116
44,42,Qwen:32B,170,149
45,42,Qwen:32B,170,116
46,42,Qwen:32B,170,149
47,42,Qwen:32B,170,116
48,42,Qwen:32B,170,149
49,42,Qwen:32B,170,149
50,42,Qwen:32B,170,116
1,43,Qwen:32B,121,33
2,43,Qwen:32B,121,33
3,43,Qwen:32B,121,33
4,43,Qwen:32B,121,33
5,43,Qwen:32B,121,114
6,43,Qwen:32B,121,33
7,43,Qwen:32B,121,33
8,43,Qwen:32B,121,33
9,43,Qwen:32B,121,33
10,43,Qwen:32B,121,33
11,43,Qwen:32B,121,33
12,43,Qwen:32B,121,114
13,43,Qwen:32B,121,33
14,43,Qwen:32B,121,114
15,43,Qwen:32B,121,114
16,43,Qwen:32B,121,33
17,43,Qwen:32B,121,33
18,43,Qwen:32B,121,33
19,43,Qwen:32B,121,114
20,43,Qwen:32B,121,114
21,43,Qwen:32B,121,33
22,43,Qwen:32B,121,114
23,43,Qwen:32B,121,33
24,43,Qwen:32B,121,114
25,43,Qwen:32B,121,114
26,43,Qwen:32B,121,33
27,43,Qwen:32B,121,114
28,43,Qwen:32B,121,114
29,43,Qwen:32B,121,114
30,43,Qwen:32B,121,33
31,43,Qwen:32B,121,114
32,43,Qwen:32B,121,114
33,43,Qwen:32B,121,33
34,43,Qwen:32B,121,114
35,43,Qwen:32B,121,33
36,43,Qwen:32B,121,33
37,43,Qwen:32B,121,114
38,43,Qwen:32B,121,33
39,43,Qwen:32B,121,114
40,43,Qwen:32B,121,114
41,43,Qwen:32B,121,114
42,43,Qwen:32B,121,114
43,43,Qwen:32B,121,33
44,43,Qwen:32B,121,114
45,43,Qwen:32B,121,33
46,43,Qwen:32B,121,114
47,43,Qwen:32B,121,33
48,43,Qwen:32B,121,33
49,43,Qwen:32B,121,114
50,43,Qwen:32B,121,114
1,44,Qwen:32B,190,90
2,44,Qwen:32B,190,90
3,44,Qwen:32B,190,90
4,44,Qwen:32B,190,156
5,44,Qwen:32B,190,156
6,44,Qwen:32B,190,156
7,44,Qwen:32B,190,156
8,44,Qwen:32B,190,90
9,44,Qwen:32B,190,90
10,44,Qwen:32B,190,156
11,44,Qwen:32B,190,90
12,44,Qwen:32B,190,156
13,44,Qwen:32B,190,156
14,44,Qwen:32B,190,90
15,44,Qwen:32B,190,156
16,44,Qwen:32B,190,156
17,44,Qwen:32B,190,156
18,44,Qwen:32B,190,156
19,44,Qwen:32B,190,156
20,44,Qwen:32B,190,156
21,44,Qwen:32B,190,156
22,44,Qwen:32B,190,156
23,44,Qwen:32B,190,156
24,44,Qwen:32B,190,156
25,44,Qwen:32B,190,156
26,44,Qwen:32B,190,156
27,44,Qwen:32B,190,156
28,44,Qwen:32B,190,90
29,44,Qwen:32B,190,90
30,44,Qwen:32B,190,156
31,44,Qwen:32B,190,156
32,44,Qwen:32B,190,156
33,44,Qwen:32B,190,90
34,44,Qwen:32B,190,156
35,44,Qwen:32B,190,156
36,44,Qwen:32B,190,156
37,44,Qwen:32B,190,156
38,44,Qwen:32B,190,90
39,44,Qwen:32B,190,90
40,44,Qwen:32B,190,90
41,44,Qwen:32B,190,90
42,44,Qwen:32B,190,156
43,44,Qwen:32B,190,90
44,44,Qwen:32B,190,156
45,44,Qwen:32B,190,90
46,44,Qwen:32B,190,156
47,44,Qwen:32B,190,156
48,44,Qwen:32B,190,156
49,44,Qwen:32B,190,156
50,44,Qwen:32B,190,156
1,45,Qwen:32B,239,184
2,45,Qwen:32B,239,184
3,45,Qwen:32B,239,184
4,45,Qwen:32B,239,159
5,45,Qwen:32B,239,184
6,45,Qwen:32B,239,184
7,45,Qwen:32B,239,184
8,45,Qwen:32B,239,184
9,45,Qwen:32B,239,184
10,45,Qwen:32B,239,184
11,45,Qwen:32B,239,184
12,45,Qwen:32B,239,184
13,45,Qwen:32B,239,184
14,45,Qwen:32B,239,184
15,45,Qwen:32B,239,184
16,45,Qwen:32B,239,184
17,45,Qwen:32B,239,184
18,45,Qwen:32B,239,184
19,45,Qwen:32B,239,184
20,45,Qwen:32B,239,184
21,45,Qwen:32B,239,184
22,45,Qwen:32B,239,184
23,45,Qwen:32B,239,159
24,45,Qwen:32B,239,159
25,45,Qwen:32B,239,184
26,45,Qwen:32B,239,159
27,45,Qwen:32B,239,184
28,45,Qwen:32B,239,159
29,45,Qwen:32B,239,184
30,45,Qwen:32B,239,184
31,45,Qwen:32B,239,184
32,45,Qwen:32B,239,184
33,45,Qwen:32B,239,184
34,45,Qwen:32B,239,184
35,45,Qwen:32B,239,184
36,45,Qwen:32B,239,159
37,45,Qwen:32B,239,184
38,45,Qwen:32B,239,184
39,45,Qwen:32B,239,184
40,45,Qwen:32B,239,184
41,45,Qwen:32B,239,184
42,45,Qwen:32B,239,184
43,45,Qwen:32B,239,184
44,45,Qwen:32B,239,159
45,45,Qwen:32B,239,184
46,45,Qwen:32B,239,184
47,45,Qwen:32B,239,159
48,45,Qwen:32B,239,184
49,45,Qwen:32B,239,184
50,45,Qwen:32B,239,184
1,46,Qwen:32B,99,94
2,46,Qwen:32B,99,94
3,46,Qwen:32B,99,4
4,46,Qwen:32B,99,94
5,46,Qwen:32B,99,94
6,46,Qwen:32B,99,4
7,46,Qwen:32B,99,4
8,46,Qwen:32B,99,4
9,46,Qwen:32B,99,94
10,46,Qwen:32B,99,4
11,46,Qwen:32B,99,94
12,46,Qwen:32B,99,4
13,46,Qwen:32B,99,4
14,46,Qwen:32B,99,4
15,46,Qwen:32B,99,4
16,46,Qwen:32B,99,4
17,46,Qwen:32B,99,4
18,46,Qwen:32B,99,4
19,46,Qwen:32B,99,4
20,46,Qwen:32B,99,4
21,46,Qwen:32B,99,94
22,46,Qwen:32B,99,4
23,46,Qwen:32B,99,94
24,46,Qwen:32B,99,94
25,46,Qwen:32B,99,94
26,46,Qwen:32B,99,4
27,46,Qwen:32B,99,4
28,46,Qwen:32B,99,94
29,46,Qwen:32B,99,4
30,46,Qwen:32B,99,94
31,46,Qwen:32B,99,4
32,46,Qwen:32B,99,4
33,46,Qwen:32B,99,94
34,46,Qwen:32B,99,4
35,46,Qwen:32B,99,94
36,46,Qwen:32B,99,94
37,46,Qwen:32B,99,4
38,46,Qwen:32B,99,4
39,46,Qwen:32B,99,4
40,46,Qwen:32B,99,4
41,46,Qwen:32B,99,4
42,46,Qwen:32B,99,4
43,46,Qwen:32B,99,4
44,46,Qwen:32B,99,94
45,46,Qwen:32B,99,94
46,46,Qwen:32B,99,94
47,46,Qwen:32B,99,94
48,46,Qwen:32B,99,4
49,46,Qwen:32B,99,4
50,46,Qwen:32B,99,4
1,47,Qwen:32B,208,159
2,47,Qwen:32B,208,159
3,47,Qwen:32B,208,159
4,47,Qwen:32B,208,159
5,47,Qwen:32B,208,159
6,47,Qwen:32B,208,146
7,47,Qwen:32B,208,159
8,47,Qwen:32B,208,159
9,47,Qwen:32B,208,146
10,47,Qwen:32B,208,159
11,47,Qwen:32B,208,159
12,47,Qwen:32B,208,159
13,47,Qwen:32B,208,159
14,47,Qwen:32B,208,159
15,47,Qwen:32B,208,159
16,47,Qwen:32B,208,159
17,47,Qwen:32B,208,159
18,47,Qwen:32B,208,159
19,47,Qwen:32B,208,159
20,47,Qwen:32B,208,159
21,47,Qwen:32B,208,146
22,47,Qwen:32B,208,159
23,47,Qwen:32B,208,159
24,47,Qwen:32B,208,159
25,47,Qwen:32B,208,146
26,47,Qwen:32B,208,159
27,47,Qwen:32B,208,31
28,47,Qwen:32B,208,159
29,47,Qwen:32B,208,-437
30,47,Qwen:32B,208,159
31,47,Qwen:32B,208,208
32,47,Qwen:32B,208,31
33,47,Qwen:32B,208,159
34,47,Qwen:32B,208,159
35,47,Qwen:32B,208,159
36,47,Qwen:32B,208,159
37,47,Qwen:32B,208,146
38,47,Qwen:32B,208,146
39,47,Qwen:32B,208,146
40,47,Qwen:32B,208,146
41,47,Qwen:32B,208,146
42,47,Qwen:32B,208,159
43,47,Qwen:32B,208,159
44,47,Qwen:32B,208,-437
45,47,Qwen:32B,208,159
46,47,Qwen:32B,208,159
47,47,Qwen:32B,208,146
48,47,Qwen:32B,208,159
49,47,Qwen:32B,208,159
50,47,Qwen:32B,208,159
1,48,Qwen:32B,130,25
2,48,Qwen:32B,130,122
3,48,Qwen:32B,130,25
4,48,Qwen:32B,130,122
5,48,Qwen:32B,130,122
6,48,Qwen:32B,130,122
7,48,Qwen:32B,130,25
8,48,Qwen:32B,130,122
9,48,Qwen:32B,130,122
10,48,Qwen:32B,130,122
11,48,Qwen:32B,130,122
12,48,Qwen:32B,130,122
13,48,Qwen:32B,130,25
14,48,Qwen:32B,130,25
15,48,Qwen:32B,130,122
16,48,Qwen:32B,130,25
17,48,Qwen:32B,130,25
18,48,Qwen:32B,130,122
19,48,Qwen:32B,130,25
20,48,Qwen:32B,130,25
21,48,Qwen:32B,130,25
22,48,Qwen:32B,130,25
23,48,Qwen:32B,130,25
24,48,Qwen:32B,130,25
25,48,Qwen:32B,130,122
26,48,Qwen:32B,130,122
27,48,Qwen:32B,130,25
28,48,Qwen:32B,130,25
29,48,Qwen:32B,130,25
30,48,Qwen:32B,130,122
31,48,Qwen:32B,130,25
32,48,Qwen:32B,130,25
33,48,Qwen:32B,130,122
34,48,Qwen:32B,130,122
35,48,Qwen:32B,130,122
36,48,Qwen:32B,130,122
37,48,Qwen:32B,130,25
38,48,Qwen:32B,130,122
39,48,Qwen:32B,130,122
40,48,Qwen:32B,130,122
41,48,Qwen:32B,130,122
42,48,Qwen:32B,130,25
43,48,Qwen:32B,130,122
44,48,Qwen:32B,130,122
45,48,Qwen:32B,130,25
46,48,Qwen:32B,130,122
47,48,Qwen:32B,130,122
48,48,Qwen:32B,130,122
49,48,Qwen:32B,130,122
50,48,Qwen:32B,130,122
1,49,Qwen:32B,245,178
2,49,Qwen:32B,245,203
3,49,Qwen:32B,245,178
4,49,Qwen:32B,245,178
5,49,Qwen:32B,245,203
6,49,Qwen:32B,245,178
7,49,Qwen:32B,245,203
8,49,Qwen:32B,245,178
9,49,Qwen:32B,245,178
10,49,Qwen:32B,245,178
11,49,Qwen:32B,245,178
12,49,Qwen:32B,245,178
13,49,Qwen:32B,245,178
14,49,Qwen:32B,245,178
15,49,Qwen:32B,245,203
16,49,Qwen:32B,245,178
17,49,Qwen:32B,245,178
18,49,Qwen:32B,245,178
19,49,Qwen:32B,245,178
20,49,Qwen:32B,245,178
21,49,Qwen:32B,245,203
22,49,Qwen:32B,245,178
23,49,Qwen:32B,245,203
24,49,Qwen:32B,245,178
25,49,Qwen:32B,245,203
26,49,Qwen:32B,245,178
27,49,Qwen:32B,245,203
28,49,Qwen:32B,245,203
29,49,Qwen:32B,245,178
30,49,Qwen:32B,245,203
31,49,Qwen:32B,245,203
32,49,Qwen:32B,245,203
33,49,Qwen:32B,245,203
34,49,Qwen:32B,245,203
35,49,Qwen:32B,245,178
36,49,Qwen:32B,245,203
37,49,Qwen:32B,245,203
38,49,Qwen:32B,245,203
39,49,Qwen:32B,245,203
40,49,Qwen:32B,245,203
41,49,Qwen:32B,245,178
42,49,Qwen:32B,245,178
43,49,Qwen:32B,245,203
44,49,Qwen:32B,245,203
45,49,Qwen:32B,245,178
46,49,Qwen:32B,245,203
47,49,Qwen:32B,245,178
48,49,Qwen:32B,245,178
49,49,Qwen:32B,245,178
50,49,Qwen:32B,245,203
1,50,Qwen:32B,151,44
2,50,Qwen:32B,151,-37
3,50,Qwen:32B,151,44
4,50,Qwen:32B,151,44
5,50,Qwen:32B,151,44
6,50,Qwen:32B,151,-37
7,50,Qwen:32B,151,-37
8,50,Qwen:32B,151,44
9,50,Qwen:32B,151,-37
10,50,Qwen:32B,151,-37
11,50,Qwen:32B,151,44
12,50,Qwen:32B,151,44
13,50,Qwen:32B,151,-37
14,50,Qwen:32B,151,-37
15,50,Qwen:32B,151,44
16,50,Qwen:32B,151,-37
17,50,Qwen:32B,151,-37
18,50,Qwen:32B,151,44
19,50,Qwen:32B,151,-37
20,50,Qwen:32B,151,44
21,50,Qwen:32B,151,44
22,50,Qwen:32B,151,44
23,50,Qwen:32B,151,44
24,50,Qwen:32B,151,-37
25,50,Qwen:32B,151,44
26,50,Qwen:32B,151,-37
27,50,Qwen:32B,151,-37
28,50,Qwen:32B,151,-37
29,50,Qwen:32B,151,44
30,50,Qwen:32B,151,-37
31,50,Qwen:32B,151,-37
32,50,Qwen:32B,151,-37
33,50,Qwen:32B,151,44
34,50,Qwen:32B,151,44
35,50,Qwen:32B,151,-37
36,50,Qwen:32B,151,-37
37,50,Qwen:32B,151,-37
38,50,Qwen:32B,151,-37
39,50,Qwen:32B,151,-37
40,50,Qwen:32B,151,44
41,50,Qwen:32B,151,-37
42,50,Qwen:32B,151,-37
43,50,Qwen:32B,151,-37
44,50,Qwen:32B,151,44
45,50,Qwen:32B,151,-37
46,50,Qwen:32B,151,44
47,50,Qwen:32B,151,44
48,50,Qwen:32B,151,44
49,50,Qwen:32B,151,44
50,50,Qwen:32B,151,44
1,51,Qwen:32B,509,122
2,51,Qwen:32B,509,122
3,51,Qwen:32B,509,71
4,51,Qwen:32B,509,122
5,51,Qwen:32B,509,122
6,51,Qwen:32B,509,122
7,51,Qwen:32B,509,71
8,51,Qwen:32B,509,122
9,51,Qwen:32B,509,122
10,51,Qwen:32B,509,122
11,51,Qwen:32B,509,122
12,51,Qwen:32B,509,122
13,51,Qwen:32B,509,122
14,51,Qwen:32B,509,122
15,51,Qwen:32B,509,122
16,51,Qwen:32B,509,122
17,51,Qwen:32B,509,122
18,51,Qwen:32B,509,122
19,51,Qwen:32B,509,122
20,51,Qwen:32B,509,122
21,51,Qwen:32B,509,122
22,51,Qwen:32B,509,122
23,51,Qwen:32B,509,71
24,51,Qwen:32B,509,122
25,51,Qwen:32B,509,122
26,51,Qwen:32B,509,122
27,51,Qwen:32B,509,71
28,51,Qwen:32B,509,122
29,51,Qwen:32B,509,122
30,51,Qwen:32B,509,122
31,51,Qwen:32B,509,122
32,51,Qwen:32B,509,122
33,51,Qwen:32B,509,122
34,51,Qwen:32B,509,122
35,51,Qwen:32B,509,122
36,51,Qwen:32B,509,122
37,51,Qwen:32B,509,122
38,51,Qwen:32B,509,122
39,51,Qwen:32B,509,122
40,51,Qwen:32B,509,122
41,51,Qwen:32B,509,122
42,51,Qwen:32B,509,122
43,51,Qwen:32B,509,122
44,51,Qwen:32B,509,122
45,51,Qwen:32B,509,71
46,51,Qwen:32B,509,122
47,51,Qwen:32B,509,122
48,51,Qwen:32B,509,122
49,51,Qwen:32B,509,122
50,51,Qwen:32B,509,122
1,52,Qwen:32B,448,118
2,52,Qwen:32B,448,135
3,52,Qwen:32B,448,135
4,52,Qwen:32B,448,135
5,52,Qwen:32B,448,135
6,52,Qwen:32B,448,135
7,52,Qwen:32B,448,135
8,52,Qwen:32B,448,135
9,52,Qwen:32B,448,135
10,52,Qwen:32B,448,135
11,52,Qwen:32B,448,135
12,52,Qwen:32B,448,118
13,52,Qwen:32B,448,-143
14,52,Qwen:32B,448,118
15,52,Qwen:32B,448,118
16,52,Qwen:32B,448,135
17,52,Qwen:32B,448,135
18,52,Qwen:32B,448,135
19,52,Qwen:32B,448,118
20,52,Qwen:32B,448,118
21,52,Qwen:32B,448,135
22,52,Qwen:32B,448,118
23,52,Qwen:32B,448,135
24,52,Qwen:32B,448,135
25,52,Qwen:32B,448,-143
26,52,Qwen:32B,448,135
27,52,Qwen:32B,448,118
28,52,Qwen:32B,448,135
29,52,Qwen:32B,448,135
30,52,Qwen:32B,448,118
31,52,Qwen:32B,448,-143
32,52,Qwen:32B,448,135
33,52,Qwen:32B,448,118
34,52,Qwen:32B,448,135
35,52,Qwen:32B,448,135
36,52,Qwen:32B,448,-143
37,52,Qwen:32B,448,-143
38,52,Qwen:32B,448,135
39,52,Qwen:32B,448,118
40,52,Qwen:32B,448,135
41,52,Qwen:32B,448,135
42,52,Qwen:32B,448,135
43,52,Qwen:32B,448,135
44,52,Qwen:32B,448,-143
